timestamp,service_type,service_environment,request_method,request_path,request_source_ip,response_status_code,response_size,response_time_ms,error_message,error_code,correlation_id,trace_id,span_id,parent_id,cpu_usage,memory_usage,active_connections,is_anomalous,metadata_service_name,metadata_service_version,metadata_environment,metadata_instance_id,metadata_region,metadata_deployed_at,metadata_cloud_provider,metadata_instance_type,metadata_auto_scaling_group,header_Accept,header_Content-Type,header_X-Service-Name,header_X-Service-Version,header_X-Request-ID,header_X-API-Key,metadata_datacenter,metadata_rack,metadata_server
2025-04-01T04:00:41.395044,user-service,aws-cloud,POST,/users,227.34.84.74,201,5246,112.4,,,svc-8cf130b3-7f7b-f318,trace-67b326eae0034037,span-5620aa3a,parent-34b5fa18,68.55,83.34,483,False,user-service,v1,aws-cloud,inst-a1f02073,us-west,2025-02-25T08:00:41.333044,aws,aws-small,asg-user-service-02d0da,application/json,application/json,user-service,v3,7e3657fd-12db-4cf4-970e-0bb1703b139d,svc-key-30d3bbd072b54a8e,,,
2025-03-20T03:00:41.361044,auth-service,azure-cloud,POST,/authenticate,15.12.217.119,200,8489,25.99,,,svc-0371b923-116d-4c55,trace-02e7071e9c924e24,span-f720a0c0,parent-2e154e6b,70.96,53.43,50,False,auth-service,v3,azure-cloud,inst-f2b37d71,us-east,2025-01-24T08:00:41.319044,azure,azure-small,asg-auth-service-d97786,application/json,application/json,auth-service,v2,253ae862-9ba4-46d9-9134-b25d432b7070,svc-key-9abbe3160ec64f7e,,,
2025-04-15T05:00:41.318045,auth-service,aws-cloud,DELETE,/revoke-token,105.111.144.116,204,0,114.21,,,svc-56371bc6-130c-282d,trace-54d4a1b8b14b40c0,span-2596e9cb,,80.92,22.56,710,False,auth-service,v1,aws-cloud,inst-20ef6a0c,us-east,2025-02-12T08:00:41.277045,aws,aws-medium,asg-auth-service-8c00dc,application/json,application/json,auth-service,v3,8217e260-d4f4-4775-ba4d-689eee67a1ea,svc-key-b958b02050a64fef,,,
2025-04-08T16:37:20.265043,product-service,on-premise,GET,/products,149.150.119.233,201,9176,199.05,,,svc-d22f3602-9fea-7905,trace-0ee5072382e944a2,span-f78c5349,parent-7b1fafb5,19.04,64.07,621,False,product-service,v3,on-premise,inst-7b18ff4c,eu-central,2025-03-17T08:00:41.265043,,,,application/json,application/json,product-service,v3,287ef1a5-7f1b-46e0-80e4-313875351b7d,,dc-central,rack-9,srv-315
2025-04-02T20:00:41.573044,order-service,aws-cloud,GET,/orders,244.156.102.244,204,0,99.3,,,svc-031774d9-4a42-0730,trace-3facbc9791e04496,span-f2c9aec6,parent-dd42c8e1,46.34,77.81,220,False,order-service,v1,aws-cloud,inst-f374f2b6,eu-central,2025-03-15T08:00:41.316044,aws,aws-medium,asg-order-service-00a9e7,application/json,application/json,order-service,v3,1d43502c-62d3-478a-98e9-bb7cd21f779d,,,,
2025-03-28T09:00:41.469044,order-service,on-premise,PUT,/orders/791134dc-6bd4-4814-99a8-be134806f74f,241.31.30.151,204,0,412.45,,,svc-6bad4fb3-b241-b528,trace-e53b660e1d124744,span-8dff6be3,parent-4dcb4d18,45.51,71.34,459,False,order-service,v3,on-premise,inst-5d8556d3,us-west,2025-02-24T08:00:41.291044,,,,application/json,application/json,order-service,v1,00c2493a-fa02-4b4c-b5f6-e2e27c5878b2,,dc-east,rack-12,srv-313
2025-04-02T17:00:41.371044,auth-service,azure-cloud,POST,/authenticate,115.147.154.128,204,0,58.91,,,svc-7fbfb68e-043f-c3fa,trace-42a2eebcf9584c36,span-293ec4d7,parent-5e68f8fc,19.28,57.84,394,False,auth-service,v1,azure-cloud,inst-c4b33776,us-west,2025-04-12T08:00:41.332044,azure,azure-large,asg-auth-service-03200b,application/json,application/json,auth-service,v2,077f8fe7-8962-4789-a424-a3e7cb15174c,svc-key-70b0f499f0034657,,,
2025-04-04T00:00:41.810044,product-service,on-premise,POST,/products/d05005f0-39ee-40c6-969e-62ea2bc4c740,187.169.130.123,204,0,140.69,,,svc-1cf0d298-37d0-5238,trace-82310176c1be48d9,span-23237a8a,parent-6fb6baba,94.06,86.57,970,False,product-service,v3,on-premise,inst-08149ef2,ap-south,2025-01-27T08:00:41.333044,,,,application/json,application/json,product-service,v2,a0176b97-b271-4f9e-a231-9d8440db7760,,dc-east,rack-13,srv-109
2025-04-07T04:00:41.456044,product-service,azure-cloud,POST,/products/categories,74.133.251.209,202,2360,177.54,,,svc-9a99e178-8d7c-c097,trace-08a8d763c3d6471e,span-443bd30c,parent-338e518f,17.53,71.22,987,False,product-service,v3,azure-cloud,inst-f8c7c57c,ap-south,2025-02-21T08:00:41.287044,azure,azure-large,asg-product-service-7ad7c9,application/json,application/json,product-service,v1,c1b53a1b-be6e-43da-9c01-9d291940badb,,,,
2025-04-16T19:00:41.481044,auth-service,gcp-cloud,POST,/authenticate,8.86.204.75,504,318,3405.59,Unexpected service error,E504_2273,svc-3b0f4cd4-1137-db4b,trace-0b2b1feb68eb47fb,span-7125b70d,parent-010a1c9e,58.66,22.42,235,True,auth-service,v2,gcp-cloud,inst-176437be,eu-central,2025-03-17T08:00:41.337044,gcp,gcp-large,asg-auth-service-586d1f,application/json,application/json,auth-service,v3,822e09c7-b251-4d46-99f2-c6d1b2a46524,svc-key-63963a6b5ce643f2,,,
2025-03-17T19:23:54.262044,auth-service,azure-cloud,POST,/authenticate,56.222.68.241,201,5749,172.48,,,svc-b394ca5e-0921-bc48,trace-69706c5db9694e4b,span-c3d831c8,parent-2dcf848a,55.75,52.24,153,False,auth-service,v2,azure-cloud,inst-02aa0aa4,us-west,2025-02-09T08:00:41.262044,azure,azure-large,asg-auth-service-b1fb0e,application/json,application/json,auth-service,v2,b2981986-2e57-4de3-929b-ba7feb159a8e,svc-key-39b5db8daa1c42cf,,,
2025-03-22T00:28:58.262044,order-service,aws-cloud,POST,/orders/status,85.72.246.19,200,4046,127.8,,,svc-1d898db3-0cd2-7cf5,trace-483615097f1d4691,span-1b09f1bf,,27.9,71.29,834,False,order-service,v2,aws-cloud,inst-970f62b6,eu-central,2025-02-27T08:00:41.262044,aws,aws-small,asg-order-service-d3da27,application/json,application/json,order-service,v2,b77337a3-47fb-4a58-8439-74be8f58363d,,,,
2025-03-31T01:00:41.615044,payment-service,gcp-cloud,POST,/payments/process,63.165.233.159,201,4007,199.74,,,svc-b52dfcb9-904d-81f6,trace-0fa3a0b46f6f4c7d,span-41cb3bd4,,37.3,55.77,415,False,payment-service,v2,gcp-cloud,inst-c5923675,ap-south,2025-04-16T08:00:41.314044,gcp,gcp-medium,asg-payment-service-fb85f6,application/json,application/json,payment-service,v1,e34224e6-c89e-455d-b20d-1c5b0ad89505,svc-key-5b71e09162a24cbb,,,
2025-04-16T20:00:41.799044,order-service,on-premise,POST,/orders,5.192.232.198,201,4982,188.62,,,svc-27781d9f-e711-5f9e,trace-cbb2c026b0574b45,span-71015284,parent-07446679,50.39,73.54,426,False,order-service,v3,on-premise,inst-8c746e57,ap-south,2025-01-26T08:00:41.328044,,,,application/json,application/json,order-service,v3,0519aac1-dc5d-48bf-a438-485512dc926d,,dc-central,rack-1,srv-882
2025-04-02T15:00:41.392044,auth-service,on-premise,DELETE,/refresh-token,193.246.175.236,204,0,5349.76,,,svc-dc1fb83f-d0de-8feb,trace-7aaa23c077a446ec,span-ba2a72cc,,23.22,89.14,368,True,auth-service,v3,on-premise,inst-23435db1,ap-south,2025-04-11T08:00:41.334044,,,,application/json,application/json,auth-service,v2,219a8c45-dfd7-40a5-b259-9513580d5611,svc-key-5a1c2a9de0c14c8f,dc-central,rack-4,srv-745
2025-03-27T12:02:03.259043,payment-service,gcp-cloud,POST,/payments/refund,141.139.76.96,200,5503,116.21,,,svc-c12f809e-19e9-c3cf,trace-b7213f329175401b,span-0d9dddaa,parent-b8fb66bc,68.57,54.2,196,False,payment-service,v1,gcp-cloud,inst-1df77642,us-west,2025-04-03T08:00:41.259043,gcp,gcp-large,asg-payment-service-fba240,application/json,application/json,payment-service,v1,674893bb-99cc-45d8-8b37-6795bc0c8038,svc-key-8b0eb3211e564561,,,
2025-04-05T10:12:14.224043,auth-service,azure-cloud,PUT,/refresh-token,142.134.127.60,201,4186,47.85,,,svc-fb8cb9ad-69b2-c16d,trace-cdff26b842be4809,span-332040f1,parent-e74bf3df,65.92,68.54,34,False,auth-service,v1,azure-cloud,inst-d49e9083,eu-central,2025-02-04T08:00:41.224043,azure,azure-medium,asg-auth-service-548ada,application/json,application/json,auth-service,v2,a15292a3-c2a0-44ba-9032-b469dcfbcfd3,svc-key-79578c8a0214430c,,,
2025-03-27T21:00:41.732045,order-service,gcp-cloud,DELETE,/orders/c0b952ff-94c7-44db-a829-5497e2f89572,15.244.143.232,200,2468,26.87,,,svc-544a8ba9-8fce-9d9f,trace-79e56fea34bf4dad,span-89c21ec5,parent-cca6bc02,56.25,88.84,203,False,order-service,v1,gcp-cloud,inst-1a55ff0d,ap-south,2025-01-25T08:00:41.279045,gcp,gcp-large,asg-order-service-a2e229,application/json,application/json,order-service,v1,02c31b62-8586-451d-a9f2-ecd7202d56bc,,,,
2025-03-19T17:37:57.260044,product-service,gcp-cloud,DELETE,/products/7efb3ab2-f885-4c2b-bc31-4c85675b4191,234.146.101.155,204,0,102.41,,,svc-c6f53880-6efd-7a50,trace-480cde8e2d814e23,span-97a9a81a,parent-21fe33e7,71.4,35.21,510,False,product-service,v2,gcp-cloud,inst-7b410bad,us-east,2025-03-17T08:00:41.260044,gcp,gcp-small,asg-product-service-9c02bb,application/json,application/json,product-service,v3,e5af353e-bf25-49af-9d18-47688ae9ccb3,,,,
2025-04-06T02:00:41.438044,user-service,gcp-cloud,DELETE,/users,120.34.179.157,200,2052,34.93,,,svc-5ca47c3a-75a0-1b4f,trace-c60e47a243ba420e,span-018494a1,parent-3d1ea436,56.97,69.28,467,False,user-service,v2,gcp-cloud,inst-5c946d44,ap-south,2025-03-04T08:00:41.296044,gcp,gcp-small,asg-user-service-6ed66c,application/json,application/json,user-service,v3,54f99495-8978-425d-8bc9-e338cbbef26c,svc-key-8cb4969bd7b74cf0,,,
2025-04-05T21:35:04.271045,order-service,azure-cloud,POST,/orders/status,73.203.103.144,429,281,1164.58,Unexpected service error,E429_9571,svc-ede8c78a-e465-708f,trace-4925e5b02a4c4501,span-81e0a61a,,11.33,22.87,294,True,order-service,v2,azure-cloud,inst-8b977c17,us-west,2025-03-09T08:00:41.271045,azure,azure-medium,asg-order-service-50109b,application/json,application/json,order-service,v2,969a7441-67d6-4a07-a7a4-2b320e2d16de,,,,
2025-03-21T16:58:53.261043,order-service,gcp-cloud,PUT,/orders,120.33.82.224,201,6658,119.51,,,svc-707f9228-c61d-593d,trace-fd25c11c7441450b,span-66495eb0,parent-e73bd936,26.12,20.9,517,False,order-service,v3,gcp-cloud,inst-e79a129a,ap-south,2025-04-07T08:00:41.261043,gcp,gcp-medium,asg-order-service-d26ab1,application/json,application/json,order-service,v1,6b61f18c-1cd9-4dc2-9168-80dccb9050bb,,,,
2025-03-26T23:00:41.461044,user-service,azure-cloud,GET,/users/search,117.159.82.201,202,8069,98.9,,,svc-52192d5d-9fae-d476,trace-4d6eabb82a4d4212,span-ce10aa42,parent-197c5e85,82.03,62.21,42,False,user-service,v1,azure-cloud,inst-9474fc79,eu-central,2025-02-01T08:00:41.329044,azure,azure-medium,asg-user-service-a24441,application/json,application/json,user-service,v3,1854be28-611f-4df9-a0d5-4e02c11ca1f4,svc-key-3e6481137cee4b9d,,,
2025-03-23T17:00:41.474044,auth-service,azure-cloud,DELETE,/refresh-token,192.36.46.97,204,0,78.39,,,svc-a1b3ad16-8143-5356,trace-44321504d4a64103,span-52877c90,parent-f71ec744,12.08,29.76,329,False,auth-service,v2,azure-cloud,inst-2bb141ef,ap-south,2025-02-18T08:00:41.293044,azure,azure-small,asg-auth-service-98f472,application/json,application/json,auth-service,v2,6284cc49-593f-41c6-b3dd-076b93178a09,svc-key-f46c7bbed78f4854,,,
2025-04-11T13:12:31.235044,order-service,on-premise,DELETE,/orders/05140dc0-cbb7-492d-be2e-cb6e7a27980c,187.205.108.24,204,0,243.06,,,svc-25523567-39cc-c5d4,trace-22ee1409823c4b3d,span-136db460,parent-95b1e0b8,84.54,41.85,110,False,order-service,v1,on-premise,inst-6bdf5a27,eu-central,2025-02-08T08:00:41.235044,,,,application/json,application/json,order-service,v2,b7660657-be6f-4718-ad00-afce2fcaea15,,dc-east,rack-1,srv-792
2025-04-02T20:00:41.379044,user-service,aws-cloud,GET,/users/search,225.143.139.142,201,2884,25.98,,,svc-031774d9-4a42-0730,trace-3facbc9791e04496,span-98328773,parent-9a9aaf83,82.92,80.43,811,False,user-service,v2,aws-cloud,inst-1e43c414,us-west,2025-03-05T08:00:41.316044,aws,aws-small,asg-user-service-924270,application/json,application/json,user-service,v3,e1104d54-57b4-42c1-bf5f-fc99a9cc89d2,svc-key-88309373b8fe4842,,,
2025-03-17T18:17:09.264044,user-service,gcp-cloud,GET,/users/validate,191.234.61.42,201,631,183.96,,,svc-a51e0e0a-a7eb-a9f3,trace-76937cd41a4247dc,span-f8d85e01,parent-9dca7320,72.81,86.56,848,False,user-service,v3,gcp-cloud,inst-d5d8933a,ap-south,2025-01-17T08:00:41.265043,gcp,gcp-large,asg-user-service-27b2b5,application/json,application/json,user-service,v3,c64f0acd-a275-4fb9-bf47-42bbf96c2d66,svc-key-b3c268eb5d6140ce,,,
2025-04-07T05:57:35.244044,order-service,aws-cloud,PUT,/orders/5bfe1b02-853d-49b2-8faa-7236c173295b,74.247.21.183,201,6720,193.93,,,svc-19d40151-15b8-13db,trace-71077d2b7d4042b0,span-8f105bb9,parent-003788a4,69.04,39.21,544,False,order-service,v1,aws-cloud,inst-a80052b4,ap-south,2025-02-05T08:00:41.244044,aws,aws-small,asg-order-service-c7c065,application/json,application/json,order-service,v3,c399ccff-1ee2-4711-ba96-e4982d1ec8b2,,,,
2025-04-13T03:00:41.731044,order-service,on-premise,DELETE,/orders/status,103.217.216.59,401,962,1800.19,Invalid service token,E401_4946,svc-44fcd15f-ce19-9818,trace-82d9d6f3febe4dfe,span-dead7b31,parent-9b2f8cc5,71.1,45.89,483,False,order-service,v1,on-premise,inst-5afe054f,us-east,2025-03-01T08:00:41.322044,,,,application/json,application/json,order-service,v2,51128aaf-3d8d-47bf-81aa-cca3d722001f,,dc-central,rack-17,srv-611
2025-03-28T22:00:41.727044,payment-service,gcp-cloud,POST,/payments/process,220.245.209.252,201,8848,60.72,,,svc-cec9b620-9f89-4f1f,trace-106b1c665c304f86,span-e822557f,parent-5ffa5cbc,22.58,35.65,807,False,payment-service,v2,gcp-cloud,inst-2488353e,ap-south,2025-02-24T08:00:41.300044,gcp,gcp-small,asg-payment-service-135ebb,application/json,application/json,payment-service,v1,3b032544-6789-466f-bc27-67b8c93c195f,svc-key-04ad4113230d4565,,,
2025-03-22T08:22:57.231044,product-service,gcp-cloud,POST,/products/fe4858ed-2396-46f4-a38d-2823fb7aaa24,146.158.204.146,201,9339,164.98,,,svc-e6585211-a451-8422,trace-24f7e712ad494eec,span-dc2a6899,,53.73,83.01,839,False,product-service,v1,gcp-cloud,inst-c7943bca,eu-central,2025-03-10T08:00:41.231044,gcp,gcp-medium,asg-product-service-ad57cb,application/json,application/json,product-service,v3,1c62c5cc-0ae5-4c48-ba1b-59b84c08e1c4,,,,
2025-04-07T09:00:41.524043,order-service,aws-cloud,GET,/orders/status,194.203.11.199,204,0,41.65,,,svc-d4739e52-db60-1220,trace-d9854ce76eff4a15,span-57c1beb9,parent-afd95fcc,68.56,57.88,678,False,order-service,v1,aws-cloud,inst-b71b645b,us-east,2025-04-05T08:00:41.304044,aws,aws-medium,asg-order-service-2e3381,application/json,application/json,order-service,v2,80da8e3e-9326-4b6b-9de3-f127f430cbc6,,,,
2025-03-19T19:00:41.410044,auth-service,on-premise,POST,/authenticate,207.137.50.28,204,0,400.51,,,svc-4ec947dd-a57f-545c,trace-9e943dd5bb294d64,span-5f511721,parent-f6486d02,38.44,49.05,567,False,auth-service,v3,on-premise,inst-8273485b,us-east,2025-04-15T08:00:41.306044,,,,application/json,application/json,auth-service,v3,d929fa82-cebe-4760-acbb-da4c986b8c3d,svc-key-b2736424b9134002,dc-east,rack-7,srv-940
2025-04-03T11:00:45.228043,order-service,gcp-cloud,PUT,/orders/efa1e58e-0291-450b-9436-ffde1ec8dce5,201.183.201.188,200,3380,183.43,,,svc-2343b46a-5703-5dee,trace-6c2369950a124a1b,span-74c3c578,parent-b2ccd92c,73.67,81.06,301,False,order-service,v2,gcp-cloud,inst-4de5a929,us-west,2025-04-12T08:00:41.228043,gcp,gcp-medium,asg-order-service-2e491c,application/json,application/json,order-service,v1,a102e45f-e943-4845-b495-9c61ad7af704,,,,
2025-04-06T00:00:41.312044,auth-service,gcp-cloud,DELETE,/revoke-token,65.81.52.78,201,2025,36.2,,,svc-8da2aea6-d64f-bec4,trace-8d3ea5b3d70e4a73,span-03eda32b,parent-e15fce32,22.04,50.51,896,False,auth-service,v3,gcp-cloud,inst-6623f7d0,us-east,2025-03-15T08:00:41.298044,gcp,gcp-small,asg-auth-service-cee9f2,application/json,application/json,auth-service,v1,849414ca-6a2c-41de-84c4-638dcf780dcb,svc-key-6e0d9733e7a84925,,,
2025-04-07T09:16:03.233044,auth-service,aws-cloud,POST,/refresh-token,63.246.87.158,201,8924,194.31,,,svc-a8364d05-cc16-6720,trace-cf779cb81be64f9b,span-4a3acc82,parent-ecd4de8d,78.33,29.79,17,False,auth-service,v1,aws-cloud,inst-b78460b5,eu-central,2025-03-14T08:00:41.233044,aws,aws-small,asg-auth-service-510698,application/json,application/json,auth-service,v2,bbd062e0-26ad-4dc8-bcc6-fe32358f197e,svc-key-f01626fbf8b94872,,,
2025-04-08T20:00:41.624044,order-service,gcp-cloud,POST,/orders/status,220.33.9.68,200,10077,171.67,,,svc-e5664d17-6f95-79d4,trace-a1045d2c08364376,span-24169aa5,,49.28,84.84,773,False,order-service,v2,gcp-cloud,inst-bf3b1c0b,us-east,2025-03-30T08:00:41.330044,gcp,gcp-medium,asg-order-service-e0146d,application/json,application/json,order-service,v1,c5c2fe3d-c9ed-4475-89a8-f2493081f505,,,,
2025-03-26T14:31:15.222044,auth-service,aws-cloud,DELETE,/refresh-token,31.21.199.182,200,2658,56.64,,,svc-372de926-0ff9-01ca,trace-a9ec661b3ac642be,span-2edc75d6,,61.75,36.75,167,False,auth-service,v2,aws-cloud,inst-b3b66e10,ap-south,2025-01-17T08:00:41.222044,aws,aws-medium,asg-auth-service-31a1cc,application/json,application/json,auth-service,v3,ecdd9861-0d41-4dc1-8b64-d3d0fbd3f289,svc-key-227376a715ff42a5,,,
2025-03-24T20:29:16.261043,order-service,gcp-cloud,DELETE,/orders/status,176.64.215.90,200,7660,93.58,,,svc-99c51078-de5d-8a9b,trace-b21a148f10ca44b4,span-0a335313,parent-c9870aa1,65.33,84.86,758,False,order-service,v2,gcp-cloud,inst-64a47161,eu-central,2025-02-10T08:00:41.261043,gcp,gcp-large,asg-order-service-d279cc,application/json,application/json,order-service,v1,b45cd538-56a5-4497-91ea-7e16c84ae47a,,,,
2025-03-24T03:05:16.259043,user-service,aws-cloud,DELETE,/users/df3a796d-8c1e-4c96-ae3b-ba3e2bce6c32,106.237.151.159,204,0,150.05,,,svc-11626d9f-f6a4-4089,trace-c4f34f818509428f,span-a7d1d4c9,parent-875c16c4,82.5,22.11,147,False,user-service,v2,aws-cloud,inst-f2302927,us-east,2025-03-07T08:00:41.259043,aws,aws-small,asg-user-service-8e9524,application/json,application/json,user-service,v2,d485a513-849b-45cd-a80c-230431e3bf4d,svc-key-43222e33160345e1,,,
2025-04-15T22:32:53.248044,product-service,aws-cloud,PUT,/products,93.150.18.13,200,6786,112.65,,,svc-aa45f226-b6bd-0506,trace-d611d76ba31d4ac9,span-e31c05ea,parent-4c0c2f14,57.5,24.69,731,False,product-service,v2,aws-cloud,inst-738a6d23,ap-south,2025-01-27T08:00:41.248044,aws,aws-small,asg-product-service-b278af,application/json,application/json,product-service,v3,5a4e50c6-921e-4ef1-92a1-e096cfe8765c,,,,
2025-03-18T16:00:41.642044,order-service,aws-cloud,PUT,/orders/history,1.242.57.228,204,0,113.41,,,svc-5eebf639-70e5-dbb0,trace-5e9ef708d80f4ce7,span-87c11083,parent-4cbfa927,62.97,81.44,920,False,order-service,v3,aws-cloud,inst-472b128c,eu-central,2025-03-14T08:00:41.309044,aws,aws-small,asg-order-service-908665,application/json,application/json,order-service,v2,1992c519-882a-4961-ab75-7ad1feb0e5bc,,,,
2025-04-08T14:00:41.675044,product-service,azure-cloud,GET,/products/search,237.204.106.149,201,5456,174.65,,,svc-faa06c95-2c27-b416,trace-9fa3d037951e4cfe,span-61acd777,parent-b8a12183,61.93,59.66,847,False,product-service,v2,azure-cloud,inst-a9a3b2c1,ap-south,2025-03-09T08:00:41.325044,azure,azure-medium,asg-product-service-a84175,application/json,application/json,product-service,v1,c428be04-a7fe-4934-b625-ac655512878c,,,,
2025-04-13T03:00:41.922044,payment-service,on-premise,PUT,/payments/refund,219.116.127.51,204,0,230.62,,,svc-44fcd15f-ce19-9818,trace-82d9d6f3febe4dfe,span-2cbea960,parent-0c870267,89.15,61.63,519,False,payment-service,v1,on-premise,inst-0f7596c0,eu-central,2025-03-17T08:00:41.322044,,,,application/json,application/json,payment-service,v3,30ac7773-855f-43f5-aef5-9ccb1eee61ae,svc-key-16b5d425611b4a54,dc-west,rack-12,srv-677
2025-03-26T21:00:41.636045,payment-service,on-premise,POST,/payments,107.57.196.220,204,0,212.85,,,svc-9e58cc4e-c054-2139,trace-1655cec274dc432f,span-5cf03281,parent-9082058c,80.28,28.77,555,False,payment-service,v3,on-premise,inst-6d5b320c,ap-south,2025-01-29T08:00:41.274045,,,,application/json,application/json,payment-service,v2,44f36ded-8282-410d-9601-1fa1355658eb,svc-key-168df1a165194cde,dc-east,rack-15,srv-905
2025-03-30T12:00:41.458044,user-service,azure-cloud,POST,/users/adffc630-eae1-48fb-8560-5eb6992954f2,224.60.17.154,204,0,64.23,,,svc-0f835b82-b1d3-a1f8,trace-cf578384cb92403d,span-93ffc960,parent-3325b543,76.89,26.0,13,False,user-service,v1,azure-cloud,inst-75a4423d,ap-south,2025-03-07T08:00:41.292044,azure,azure-large,asg-user-service-9d38f4,application/json,application/json,user-service,v3,c0425dea-e80e-4367-ab21-0cd70b7c0879,svc-key-a46461c426494e0d,,,
2025-04-02T23:37:30.248044,user-service,on-premise,GET,/users/search,180.152.117.208,401,542,788.39,Expired service credentials,E401_3381,svc-d6502ba1-d133-5816,trace-673bac030f1247c3,span-f9f3e053,parent-d3ec320c,34.64,86.08,592,False,user-service,v2,on-premise,inst-9ed0f204,eu-central,2025-03-28T08:00:41.248044,,,,application/json,application/json,user-service,v1,34b2bf02-ca29-40ce-b69f-935e68a591b1,svc-key-1c3ca43e3fcd49b8,dc-east,rack-18,srv-619
2025-04-02T22:24:33.248044,product-service,aws-cloud,GET,/products/search,203.97.141.117,202,3237,194.73,,,svc-8f6f1ed5-15ac-d023,trace-b1447db0cf8d47b5,span-a5596fdd,parent-b5b596f4,19.94,89.56,593,False,product-service,v3,aws-cloud,inst-e6024d96,us-west,2025-02-07T08:00:41.248044,aws,aws-medium,asg-product-service-95ee42,application/json,application/json,product-service,v1,cb65bec0-b184-4c17-8add-ab72936bfba1,,,,
2025-03-25T06:00:41.557044,user-service,azure-cloud,GET,/users/validate,128.221.128.5,204,0,54.88,,,svc-25c1a58f-79df-4ff2,trace-1b205546ffb34859,span-0224c420,parent-59273206,92.25,42.25,238,False,user-service,v1,azure-cloud,inst-0ba2e1de,eu-central,2025-03-09T08:00:41.318044,azure,azure-large,asg-user-service-932b3f,application/json,application/json,user-service,v3,889e93a8-3a74-4b9e-855c-25269485713f,svc-key-186da566022345e2,,,
2025-04-05T16:00:41.666044,payment-service,on-premise,DELETE,/payments,250.38.137.122,202,1768,178.34,,,svc-9bc118ce-43ef-e429,trace-acc05f7800054997,span-aa2c4ca0,parent-b3f261e3,62.77,77.09,91,False,payment-service,v1,on-premise,inst-b4c1aa81,us-west,2025-03-23T08:00:41.316044,,,,application/json,application/json,payment-service,v2,4140346e-1c5c-4f1b-9b27-9a7398cf50d5,svc-key-07a82a3f07004676,dc-east,rack-15,srv-392
2025-03-19T19:00:41.591044,product-service,gcp-cloud,GET,/products/search,122.51.103.208,200,5300,176.75,,,svc-4ec947dd-a57f-545c,trace-9e943dd5bb294d64,span-45e559a9,,59.86,72.96,422,False,product-service,v1,gcp-cloud,inst-8ade83a5,us-west,2025-02-25T08:00:41.306044,gcp,gcp-large,asg-product-service-72fe5c,application/json,application/json,product-service,v3,62fefda4-9ebd-4d45-8a9a-4672003fa731,,,,
2025-03-18T05:00:41.472044,order-service,gcp-cloud,PUT,/orders/764cdc74-67dd-4fa6-b519-5750be6ddf77,129.87.44.60,422,562,553.19,Unexpected service error,E422_1068,svc-8d2a8cad-417a-cc91,trace-fc5135a56627414d,span-3cf93780,parent-0d53f562,14.97,31.42,720,True,order-service,v1,gcp-cloud,inst-5d9d0b46,ap-south,2025-03-29T08:00:41.334044,gcp,gcp-small,asg-order-service-bfec7b,application/json,application/json,order-service,v1,ecd18729-e4b9-4f8b-b6e5-260085097389,,,,
2025-04-05T16:00:41.466044,user-service,gcp-cloud,DELETE,/users/b212486a-4659-46c5-8a87-2bab327dee7c,64.80.131.36,201,1759,134.95,,,svc-9bc118ce-43ef-e429,trace-acc05f7800054997,span-890ccb52,,85.18,43.95,445,False,user-service,v1,gcp-cloud,inst-0c737bbd,us-east,2025-03-26T08:00:41.316044,gcp,gcp-small,asg-user-service-6b8b2f,application/json,application/json,user-service,v2,83296b8a-7ebd-4aa4-963a-acb52aa5089c,svc-key-576ee77bac3e4380,,,
2025-04-06T14:57:59.256044,order-service,azure-cloud,POST,/orders,4.219.115.243,202,9060,120.99,,,svc-dabbd2de-6221-b17e,trace-3214844d93714d35,span-cdb6ed44,,30.85,69.39,913,False,order-service,v1,azure-cloud,inst-e3a0af2b,ap-south,2025-02-11T08:00:41.256044,azure,azure-small,asg-order-service-5fce4a,application/json,application/json,order-service,v1,cb9fb69e-2f15-4946-9413-fe2b6811bffa,,,,
2025-03-26T15:00:41.517044,user-service,azure-cloud,GET,/users/validate,241.57.232.149,200,1199,198.29,,,svc-b998ec9c-1e03-c16f,trace-bf623c855add4d99,span-8edaf54d,,68.14,75.14,505,False,user-service,v3,azure-cloud,inst-6127c1e1,us-east,2025-02-02T08:00:41.296044,azure,azure-small,asg-user-service-2a3562,application/json,application/json,user-service,v3,8a68269f-4131-4e3e-acbc-4fe27fe3263a,svc-key-2f7696b9e24a425a,,,
2025-03-31T20:32:54.221044,payment-service,azure-cloud,POST,/payments/process,189.21.49.200,202,2470,75.19,,,svc-1b38c328-1be7-18fc,trace-af5d7a92bc0c4142,span-838418e5,parent-4e3f7fad,60.11,73.21,616,False,payment-service,v3,azure-cloud,inst-7f803a26,us-west,2025-03-23T08:00:41.221044,azure,azure-small,asg-payment-service-bfd3db,application/json,application/json,payment-service,v1,ba0cfcc1-54c8-44b0-9070-c2164b81c4de,svc-key-f795b7e28eb1488d,,,
2025-04-11T08:00:41.653044,order-service,azure-cloud,GET,/orders/98efb7fb-718d-4d53-9c0c-13595630ab84,70.201.174.51,200,3990,85.26,,,svc-9ced4aae-c358-7554,trace-8dacca01def94950,span-09e2023c,,56.77,57.89,884,False,order-service,v3,azure-cloud,inst-77ecc3e4,us-east,2025-03-18T08:00:41.302044,azure,azure-small,asg-order-service-d330ba,application/json,application/json,order-service,v1,43109051-8e4d-45f6-943d-c74d9220aace,,,,
