timestamp,gateway_type,gateway_environment,gateway_region,gateway_instance_id,request_id,request_method,request_uri,request_query_string,client_ip,request_size,response_status,response_status_message,response_size,response_error,upstream_service,upstream_host,upstream_port,upstream_latency_ms,route_id,route_path,total_latency_ms,gateway_latency_ms,correlation_id,trace_id,span_id,is_anomalous,user_agent,api_version,client_type
2025-03-20T00:02:50.046398,azure-gateway,dev,global,azure-gateway-global-7,7b4c1f12-6037-4981-bce4-421722de107f,POST,/api/v1/auth,,112.161.67.225,866,201,Resource created successfully,30225,,user-service,user-service.internal,8080,212.09,route-analytics-service-5e3556,/api/v1/metrics,212.09,7.97,d113f93f-a6ed-415a-875d-720ed1283574,trace-7112bcd2e4ba4709,span-696d1ff8,False,PostmanRuntime/7.28.0,v2,api
2025-04-15T06:02:52.917398,azure-gateway,staging,global,azure-gateway-global-1,5bc84814-e5c2-4936-9bac-73cd1c859707,POST,/api/v1/cart,,56.154.229.145,70,201,Created,30628,,order-service,order-service.internal,8082,283.43,route-notification-service-82728c,/api/v1/notifications,283.43,15.08,8f52994f-a96f-46f7-b345-62c12c60566d,trace-46b13224115443cb,span-1a127caa,False,python-requests/2.25.1,beta,unknown
2025-04-15T08:02:50.431398,azure-gateway,test,eu-west,azure-gateway-eu-west-2,dd924fd7-a799-4c04-ae1b-59ac20ac35ee,POST,/api/v1/auth,,249.152.212.79,1563,200,Success,47970,,user-service,user-service.internal,8080,157.58,route-notification-service-ae63e5,/api/v1/notifications,157.58,13.77,71536a18-4d1c-4729-a2c6-e4ac897d4821,trace-0eda5f735a814b72,span-7c7203c6,False,axios/0.21.1,v2,iot
2025-04-12T03:45:29.835398,aws-gateway,test,us-west,aws-gateway-us-west-2,bad304f4-cc56-4693-971c-68c9fa28832f,PUT,/api/v1/categories,,200.92.215.20,2230,201,Resource created successfully,39154,,product-service,product-service.internal,8081,329.09,route-product-service-4589fc,/api/v1/categories,329.09,30.56,7f2872e6-edf3-49bb-8db2-55d7d808563f,trace-c0a7f9a35e164fc9,span-75790587,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,beta,iot
2025-04-11T10:02:49.975409,apigee,production,us-east,apigee-us-east-7,b4a9670c-7176-468b-a974-0f6fb5ad7966,GET,/api/v1/users/20c42705,,14.48.32.182,6313,200,OK,14601,,user-service,user-service.internal,8080,103.95,route-product-service-fc01fc,/api/v1/categories,103.95,33.39,a42b2a61-3045-4a9e-87e7-a97e91baf95f,trace-008ad0cff53c4c27,span-05ace3c9,False,axios/0.21.1,v2,unknown
2025-04-16T19:02:52.119401,aws-gateway,test,eu-west,aws-gateway-eu-west-1,b38edda9-1089-48d2-8db8-1df2eb98acab,GET,/api/v1/products/search,,107.141.134.66,4703,204,Success with no body,0,,product-service,product-service.internal,8081,265.52,route-notification-service-a612c3,/api/v1/emails,265.52,17.5,aef549e4-d44e-40f7-ac9f-393075520ce3,trace-89daab72019840c2,span-c6d90b19,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v2,ios
2025-04-04T06:44:53.852411,kong,test,ap-south,kong-ap-south-7,7338a66e-c98c-48a1-8105-a8f44de1d015,POST,/api/v1/checkout,,16.253.113.100,2131,204,Success with no body,0,,order-service,order-service.internal,8082,87.0,route-order-service-5d8361,/api/v1/checkout,87.0,23.12,d9fdbe22-67d9-44d5-8ce4-8673507cafb3,trace-0c81002933264981,span-99488b00,False,okhttp/4.9.1,v1,iot
2025-04-08T15:02:53.557398,azure-gateway,test,us-east,azure-gateway-us-east-2,3f663218-ff06-40db-bd04-b7d46825ca2f,POST,/api/v1/cart,,245.203.86.5,988,200,Success,16001,,order-service,order-service.internal,8082,33.7,route-order-service-aa2c2d,/api/v1/orders/ef21b226,33.7,40.21,dde3727b-b2db-4065-9566-6155d39f83c2,trace-8b17eedc61f94726,span-fc815704,False,curl/7.76.1,v1,iot
2025-03-31T03:50:22.827398,azure-gateway,staging,global,azure-gateway-global-10,619aa3bf-16f0-4678-ae61-6c086e21152b,POST,/api/v1/checkout,,167.154.201.170,6547,200,OK,32599,,order-service,order-service.internal,8082,448.76,route-order-service-a89ba1,/api/v1/checkout,448.76,33.15,8c8c5e16-3780-4ef1-919c-e6da057ff8b5,trace-3dc7e2d57a3c44f7,span-62417c95,False,axios/0.21.1,v3,desktop
2025-03-29T11:56:39.866402,azure-gateway,dev,us-east,azure-gateway-us-east-4,e379f3c4-814a-43b1-8d9c-8e1aba28968a,POST,/api/v1/auth,,135.232.27.37,1887,200,OK,14590,,user-service,user-service.internal,8080,317.32,route-user-service-2f0fce,/api/v1/auth,317.32,29.19,fecd450b-06ce-455f-aef8-07343f27bb35,trace-d3b67d8885224d7d,span-bbe949f8,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,beta,android
2025-03-17T18:22:50.848397,aws-gateway,production,eu-west,aws-gateway-eu-west-5,ff7bb4eb-f948-4422-bce6-b5a91681f495,GET,/api/v1/users/search,,191.196.108.14,1965,204,No Content,0,,user-service,user-service.internal,8080,607.68,route-user-service-9ba234,/api/v1/users/search,607.68,19.42,c49c2e78-9c50-472e-832b-8a24c5ec6c6e,trace-999a66b7b7f14439,span-4abd24e9,False,curl/7.76.1,v1,desktop
2025-04-06T02:51:33.837397,custom-gateway,production,eu-west,custom-gateway-eu-west-10,b95723b3-282b-4de1-b82d-17c868d2549b,POST,/api/v1/users/search,,242.200.71.67,2320,204,No Content,0,,user-service,user-service.internal,8080,338.53,route-user-service-1f6376,/api/v1/users/search,338.53,43.17,9dcf7951-6110-4967-9fe5-aa3b1660747a,trace-f0c1355c164443e4,span-73a3c8b3,False,curl/7.76.1,v1,api
2025-04-15T18:02:56.250399,kong,dev,us-west,kong-us-west-8,524064db-cf8c-42b0-aa0e-b66953c268a0,POST,/api/v1/payments,,55.171.75.79,3988,201,Resource created successfully,1426,,payment-service,payment-service.internal,8083,106.96,route-analytics-service-191f5a,/api/v1/dashboards,106.96,27.81,94dcfe48-9711-46ae-9c91-89c96094d55d,trace-188ac1a331a44457,span-a49244b8,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,v1,ios
2025-04-12T23:51:05.852411,custom-gateway,production,eu-west,custom-gateway-eu-west-4,9b9487e3-eeef-4498-aee4-ce25302ea5a7,POST,/api/v1/auth,,224.91.24.146,8096,201,Created,29934,,user-service,user-service.internal,8080,117.16,route-user-service-78cb8c,/api/v1/auth,117.16,35.96,0cca7347-b30f-482a-8a80-a2bf8e5c4220,trace-0537c9ec36054a59,span-9cf5abaf,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",v2,desktop
2025-04-14T07:36:49.850397,azure-gateway,staging,ap-south,azure-gateway-ap-south-6,38ff5682-971f-4d03-be54-c79d557895d8,OPTIONS,/api/v1/products,,180.152.117.208,8625,204,No Content,0,,product-service,product-service.internal,8081,253.85,route-product-service-708e60,/api/v1/products,253.85,10.59,e52ce5c7-f816-4813-8028-55ebf9e05a75,trace-b6f6870974e14a95,span-75a88058,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,beta,unknown
2025-04-16T09:02:52.162396,custom-gateway,dev,global,custom-gateway-global-9,880c567a-f836-421f-8fe2-773e69c72e66,GET,/api/v1/products/search,,16.249.158.254,1298,200,OK,26322,,product-service,product-service.internal,8081,259.76,route-notification-service-e8563c,/api/v1/notifications,259.76,30.09,4ac236e3-cb8d-482e-ad6c-0a5e07c05892,trace-8311bc9ae35d477c,span-5a7217c4,False,PostmanRuntime/7.28.0,beta,android
2025-04-16T11:03:38.840398,custom-gateway,test,ap-south,custom-gateway-ap-south-3,2b5190ca-917a-4cc8-b496-0d578adec4d6,POST,/api/v1/auth,,248.91.109.10,587,201,Created,27223,,user-service,user-service.internal,8080,385.36,route-user-service-67611d,/api/v1/auth,385.36,39.8,3fcd178f-4633-4bfb-a22e-28e5fdb67a05,trace-af11c8929ddd4ab2,span-6c79376b,False,curl/7.76.1,v2,api
2025-03-29T09:14:56.888397,apigee,dev,global,apigee-global-3,a62e11f1-9742-4201-85df-1a0a351a6eed,HEAD,/api/v1/emails,,18.252.255.73,4527,405,HTTP method not supported for this resource,268,HTTP method not supported for this resource,notification-service,notification-service.internal,8084,1366.97,route-notification-service-646cc9,/api/v1/emails,1366.97,2.62,cfa0a950-2805-4b51-8ee9-a44f28c47e20,trace-7fb65938bafc4b5a,span-88a1110e,True,PostmanRuntime/7.28.0,v3,android
2025-04-09T19:02:54.321398,kong,test,ap-south,kong-ap-south-5,7db7267a-1411-4a52-b4bf-e2cb8e32e726,POST,/api/v1/checkout,,60.44.85.41,4003,201,Created,17590,,order-service,order-service.internal,8082,298.21,route-analytics-service-c6e3b7,/api/v1/events,298.21,28.62,449c758c-e201-4a17-8d0a-d254ba90eac7,trace-a9ff8f2427bd4dd6,span-67a960a2,False,okhttp/4.9.1,beta,iot
2025-04-08T12:02:55.537401,aws-gateway,production,eu-west,aws-gateway-eu-west-3,e28e7651-c8fc-4b6c-9b1f-19e7c8b44ab4,POST,/api/v1/checkout,,158.33.137.219,3058,204,Success with no body,0,,order-service,order-service.internal,8082,243.45,route-user-service-08d8eb,/api/v1/users,243.45,18.87,2c933b00-3f79-4ef3-a9ad-35607a9afc3c,trace-77202a30ab2a47da,span-c81de0a8,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v3,iot
2025-03-22T17:02:53.300398,apigee,staging,global,apigee-global-10,433fda21-b52a-465a-a503-b4ec688aa580,POST,/api/v1/payments,,170.55.51.131,2068,201,Created,22018,,payment-service,payment-service.internal,8083,93.43,route-product-service-2c88d1,/api/v1/products,93.43,15.11,92261396-d1ba-4c6d-8b2c-28a4217a92b6,trace-c0f85c784d614417,span-f6eae142,False,curl/7.76.1,beta,desktop
2025-03-30T09:02:52.390398,kong,test,us-east,kong-us-east-5,18addb06-9ac5-48f6-8429-fa5318d2c641,POST,/api/v1/cart,,134.126.5.59,2281,204,No Content,0,,order-service,order-service.internal,8082,491.91,route-payment-service-ad2ed5,/api/v1/payments/bdf24f9f,491.91,42.77,12b9dd7f-1809-4d39-baaa-a46b2de5eba9,trace-4ac31b98594a4459,span-f46749fe,True,curl/7.76.1,beta,api
2025-04-09T15:02:53.226396,azure-gateway,test,us-east,azure-gateway-us-east-5,4eade1f4-5286-4f8a-ae2d-451e15777e44,POST,/api/v1/cart,,58.13.56.89,4559,204,No Content,0,,order-service,order-service.internal,8082,316.92,route-product-service-0c543e,/api/v1/products,316.92,34.46,08f8f39e-90bb-4748-a324-02ea0925ea13,trace-66e4960ceaf34a5d,span-b42a290e,False,curl/7.76.1,beta,ios
2025-04-06T01:02:54.636397,custom-gateway,test,ap-south,custom-gateway-ap-south-2,613d23a6-df41-4f07-962d-f860f3ebd68d,POST,/api/v1/payments,,10.32.79.58,1633,204,No Content,0,,payment-service,payment-service.internal,8083,362.91,route-payment-service-60ac85,/api/v1/payments,362.91,19.73,474eea9a-0b22-46e4-a3fd-50e6908ba1db,trace-e762b25fbdcd423e,span-0231a6d2,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v3,desktop
2025-03-24T10:03:56.861397,custom-gateway,dev,global,custom-gateway-global-8,7cf494c0-5855-429e-b22c-f192e651e5c8,POST,/api/v1/products/f7619dc3,,131.128.211.151,8446,200,OK,42337,,product-service,product-service.internal,8081,180.53,route-product-service-324889,/api/v1/products/f7619dc3,180.53,44.73,2f75d2b6-6c33-4bca-9f6a-9127e8df3e09,trace-5e5df2f760dd4c20,span-661c1aed,False,python-requests/2.25.1,v3,ios
2025-04-02T09:41:46.841398,kong,dev,us-east,kong-us-east-3,4f531b02-70ba-4d93-9f6b-16422630359d,PATCH,/api/v1/orders,,104.90.159.43,4937,201,Created,45149,,order-service,order-service.internal,8082,31.05,route-order-service-1290cd,/api/v1/orders,31.05,38.5,63f298a7-d802-42a3-b6be-3f34678d5ec3,trace-fb1eee26b73f494d,span-f04127b3,False,python-requests/2.25.1,beta,web
2025-03-30T15:02:52.865399,azure-gateway,staging,ap-south,azure-gateway-ap-south-3,056be823-e47f-4f6d-ac20-317a197f346f,POST,/api/v1/checkout,,196.194.118.25,3653,201,Resource created successfully,49766,,order-service,order-service.internal,8082,322.69,route-payment-service-70ee70,/api/v1/refunds,322.69,21.42,93b54985-b7d1-4767-961a-a8ab647b3af6,trace-08beaf6e1e5b4bf5,span-90578961,False,okhttp/4.9.1,v3,unknown
2025-04-12T15:39:23.832398,aws-gateway,production,us-west,aws-gateway-us-west-2,cf3398d3-4dfd-4571-904f-f29dbd37c7c1,DELETE,/api/v1/users/6ea8b3e4,,30.37.149.184,9011,204,Success with no body,0,,user-service,user-service.internal,8080,485.4,route-user-service-b1eb03,/api/v1/users/6ea8b3e4,485.4,42.72,a79e0430-9e7f-486e-b2ba-4c3a83031202,trace-a5928a87b2d640dd,span-bffa7c78,False,axios/0.21.1,beta,iot
2025-04-09T15:02:53.792396,azure-gateway,staging,us-east,azure-gateway-us-east-6,71e8fb89-776a-4093-8232-24a8d7a747bd,POST,/api/v1/checkout,,164.211.75.23,8789,429,Too Many Requests,189,Too Many Requests,order-service,order-service.internal,8082,18.14,route-notification-service-138c40,/api/v1/emails,18.14,35.13,08f8f39e-90bb-4748-a324-02ea0925ea13,trace-9d672c02a44d44e4,span-fa5bd2f1,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",v2,desktop
2025-03-30T15:02:50.413399,azure-gateway,dev,us-east,azure-gateway-us-east-4,dc099517-249a-4585-9e9a-cd525a16a19e,GET,/api/v1/users/a43b1b63,,119.189.138.24,5711,201,Created,7345,,user-service,user-service.internal,8080,460.2,route-payment-service-23d6d9,/api/v1/payments/95d96893,460.2,6.7,93b54985-b7d1-4767-961a-a8ab647b3af6,trace-15587ac4c2434a38,span-3ced2dd2,False,axios/0.21.1,v1,android
2025-03-31T01:02:51.173396,azure-gateway,dev,ap-south,azure-gateway-ap-south-9,73ad77dc-6282-4f80-a048-e10f1d8f31e5,GET,/api/v1/products/search,,168.19.97.27,1565,204,No Content,0,,product-service,product-service.internal,8081,489.56,route-analytics-service-259132,/api/v1/metrics,489.56,39.62,ad442dfb-67ad-4041-8a0f-3016d2f1d22f,trace-cfb65a7660cf40f4,span-bf2ebae5,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",v2,iot
2025-04-09T12:02:55.804400,kong,test,eu-west,kong-eu-west-3,bef651da-5196-49c0-9a35-a44a9e6bc216,POST,/api/v1/payments,,88.57.164.119,6306,204,Success with no body,0,,payment-service,payment-service.internal,8083,58.92,route-notification-service-84ee9f,/api/v1/notifications,58.92,13.72,6e5d3120-6462-4cab-9699-818531e7d059,trace-f1a9e197e2674400,span-8e99a065,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v2,desktop
2025-03-24T18:07:36.849397,azure-gateway,staging,us-east,azure-gateway-us-east-8,152dd6a5-64d5-4688-8f3b-aedad238d2e0,GET,/api/v1/push,,156.3.214.92,2784,200,OK,42011,,notification-service,notification-service.internal,8084,59.65,route-notification-service-8ff6c2,/api/v1/push,59.65,21.17,e424435f-b76d-4262-8ec7-8a968d63a3b8,trace-6dd1ce9038264b2a,span-2fda7eba,False,python-requests/2.25.1,v2,api
2025-03-17T21:02:53.792397,apigee,dev,eu-west,apigee-eu-west-10,badf5077-93a3-4879-a431-c218e76036a5,POST,/api/v1/cart,,109.174.0.2,7669,200,Success,39757,,order-service,order-service.internal,8082,419.12,route-product-service-f45474,/api/v1/categories,419.12,25.13,34404b6e-9a25-4dbd-8ace-f30b914d6e0a,trace-21d20d791a644c22,span-00f53b09,False,PostmanRuntime/7.28.0,beta,iot
2025-03-26T01:02:51.174397,apigee,staging,us-west,apigee-us-west-10,aba20767-963b-45c1-a5bb-a32db12b6f7e,POST,/api/v1/cart,,168.153.77.98,6790,200,Success,40498,,order-service,order-service.internal,8082,103.05,route-analytics-service-8727e5,/api/v1/metrics,103.05,15.76,e575fe88-1ca4-460a-8855-229a89894908,trace-4a685d84f7a54831,span-456a4aa1,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",beta,iot
2025-04-03T22:14:18.870398,apigee,staging,global,apigee-global-9,ab7d3f21-81fe-4490-9620-e2a10e6f1c15,GET,/api/v1/users/f21fe66b,,116.26.91.9,5150,201,Created,37892,,user-service,user-service.internal,8080,22.16,route-user-service-6629f2,/api/v1/users/f21fe66b,22.16,14.95,44d0cd68-19a3-4fa5-aba2-f819e23ecda1,trace-6dc479f44caf42f0,span-4c0c83b3,False,axios/0.21.1,v3,ios
2025-03-18T18:15:33.859400,apigee,test,us-east,apigee-us-east-6,9fcabc88-27a1-4d3f-8e36-4312038b8d34,OPTIONS,/api/v1/metrics,,174.90.95.153,9381,200,Success,7361,,analytics-service,analytics-service.internal,8085,97.64,route-analytics-service-102547,/api/v1/metrics,97.64,14.18,6379afd0-04be-46a7-93b9-befedd021f60,trace-fd26dbc0d5ec403a,span-f66c5567,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v1,web
2025-04-08T01:29:10.836398,custom-gateway,staging,ap-south,custom-gateway-ap-south-5,279c26e0-8f2b-4bf0-9046-43f35fc58d36,HEAD,/api/v1/metrics,,126.176.246.42,4295,200,OK,1103,,analytics-service,analytics-service.internal,8085,233.41,route-analytics-service-249078,/api/v1/metrics,233.41,46.21,86f4f2b4-79c9-42eb-af5f-8e0e52cbd3df,trace-64395a03d8284fc6,span-c5134bcb,False,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v1,desktop
2025-03-24T22:02:49.120401,apigee,test,eu-west,apigee-eu-west-6,47e51d67-b7a5-416c-b8d2-e050939a67e4,POST,/api/v1/auth,,213.69.106.80,8743,204,Success with no body,0,,user-service,user-service.internal,8080,61.95,route-payment-service-706e93,/api/v1/wallet,61.95,20.91,0c075b02-169e-4f55-988f-ce5e83bdca1a,trace-e0277bac22c4440a,span-d1b743ac,False,axios/0.21.1,v3,desktop
2025-04-07T00:42:52.834397,apigee,staging,ap-south,apigee-ap-south-5,8ebc2517-2e7b-414e-898f-3e6cd713a6a5,PATCH,/api/v1/orders,,233.93.39.97,944,204,Success with no body,0,,order-service,order-service.internal,8082,256.31,route-order-service-30ef3e,/api/v1/orders,256.31,28.31,2914ba80-c589-4ac6-b5e4-6b0b7fcadf21,trace-0db682eb37e545b9,span-a6e01777,False,curl/7.76.1,beta,android
2025-03-21T10:26:53.859400,azure-gateway,staging,ap-south,azure-gateway-ap-south-2,4e06c0f9-30dc-480a-a684-72420ca04d3a,POST,/api/v1/payments/8ca027ba,,179.45.60.129,9436,204,No Content,0,,payment-service,payment-service.internal,8083,349.46,route-payment-service-3efd07,/api/v1/payments/8ca027ba,349.46,19.47,af98114c-f967-4dbc-b786-a0e382cb4031,trace-16846f096a464258,span-a36d3d44,False,python-requests/2.25.1,beta,android
2025-04-13T07:44:57.869398,aws-gateway,dev,us-west,aws-gateway-us-west-9,d869d6f8-a2b1-4013-b115-204c99341fd1,PATCH,/api/v1/cart,,70.54.141.18,9034,204,Success with no body,0,,order-service,order-service.internal,8082,194.95,route-order-service-8451ed,/api/v1/cart,194.95,22.58,e603c65c-4485-4ed7-b0d9-19b2eff27856,trace-713b5361473749a9,span-fd7a1232,False,Mozilla/5.0 (Android 10; Mobile; rv:88.0) Gecko/88.0 Firefox/88.0,v3,web
2025-04-13T17:55:07.829398,apigee,test,eu-west,apigee-eu-west-9,553b559c-bf5a-45f3-9299-f1450efc753d,DELETE,/api/v1/dashboards,,62.101.38.3,5446,201,Resource created successfully,22818,,analytics-service,analytics-service.internal,8085,310.97,route-analytics-service-b5bb6f,/api/v1/dashboards,310.97,46.71,450ee9d6-c3ca-4179-b912-0eae9ce8ea90,trace-a44e16ed245f41e5,span-786f6468,False,python-requests/2.25.1,beta,unknown
2025-03-27T14:42:05.892402,custom-gateway,dev,ap-south,custom-gateway-ap-south-3,3ccf156c-dd35-4b0a-a4c5-787e703c6f8f,PUT,/api/v1/reports,,222.39.82.186,4040,500,Service error,290,Database error,analytics-service,analytics-service.internal,8085,8807.94,route-analytics-service-06f757,/api/v1/reports,8807.94,34.49,027cf687-af36-4e48-ac41-659083d47efd,trace-fbae03e937f14e54,span-b8f9c3e3,True,python-requests/2.25.1,v1,iot
2025-03-31T01:02:52.110396,azure-gateway,dev,us-east,azure-gateway-us-east-6,f61c1631-aa53-43dd-a4bc-d1f1f1e1e108,POST,/api/v1/cart,,4.227.76.177,1237,200,OK,40435,,order-service,order-service.internal,8082,558.51,route-user-service-c7393f,/api/v1/users/search,558.51,13.55,ad442dfb-67ad-4041-8a0f-3016d2f1d22f,trace-46b15938eec44790,span-9760987e,False,python-requests/2.25.1,v2,ios
2025-04-14T02:21:10.841398,kong,production,us-west,kong-us-west-9,4fc57c78-9dfe-4d0c-ad6e-e998ffab8c63,GET,/api/v1/products/search,q=arm&page=3&limit=20,151.12.158.180,9270,204,No Content,0,,product-service,product-service.internal,8081,451.52,route-product-service-68c821,/api/v1/products/search,451.52,47.02,ca0f48c8-286a-4d68-9333-3b30d375ce81,trace-08df7b81be2846a0,span-3fb72ad5,False,curl/7.76.1,v2,iot
2025-04-15T15:49:08.893402,azure-gateway,staging,us-east,azure-gateway-us-east-5,1b1bb84b-7168-45f9-be84-856bb68886a7,HEAD,/api/v1/cart,,125.153.227.134,3578,504,Gateway Timeout,638,Upstream service timeout,order-service,order-service.internal,8082,42609.8,route-order-service-d79529,/api/v1/cart,42609.8,40.58,3b5053ad-e23a-40ec-aeb7-4caee108de4c,trace-f4cf99dc8f814c24,span-be734be7,True,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",beta,iot
2025-03-26T01:55:36.861397,aws-gateway,dev,us-west,aws-gateway-us-west-7,54528dc2-e150-4122-9b8a-4e5e34a106b2,GET,/api/v1/refunds,page=1&per_page=50,242.200.194.94,3874,200,OK,1586,,payment-service,payment-service.internal,8083,122.77,route-payment-service-79ae3b,/api/v1/refunds,122.77,22.05,f80e9cfa-dfc3-41b1-9184-e184fe761bb8,trace-2a51ae0db7bf4c0d,span-a83626b5,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",beta,desktop
2025-04-09T05:41:47.859400,custom-gateway,staging,ap-south,custom-gateway-ap-south-8,77ac5800-855e-4d8a-9d00-53bb065b6b8f,GET,/api/v1/metrics,,10.183.75.93,5410,200,OK,25001,,analytics-service,analytics-service.internal,8085,101.41,route-analytics-service-33dbfc,/api/v1/metrics,101.41,23.39,b8e68f2b-508c-4701-8fbc-e74b08b7cd10,trace-abcec4a0bcff4691,span-650c1152,False,curl/7.76.1,v3,api
2025-04-13T08:02:51.745401,aws-gateway,staging,us-east,aws-gateway-us-east-1,9f20dddb-9af5-4466-b03c-20acaa25d0e6,GET,/api/v1/products/search,,122.254.55.128,280,204,Success with no body,0,,product-service,product-service.internal,8081,413.9,route-payment-service-5e7f5e,/api/v1/payments/7ab4f44f,413.9,3.23,6dfd24e0-2fa5-4e22-9840-3de282479119,trace-9b431390a64342fb,span-42154feb,False,curl/7.76.1,beta,unknown
2025-03-22T05:02:54.696398,custom-gateway,dev,eu-west,custom-gateway-eu-west-5,06115bf2-2cd2-404c-a2a4-2d10bd13dbd7,POST,/api/v1/payments,,69.79.242.171,132,204,Success with no body,0,,payment-service,payment-service.internal,8083,103.11,route-order-service-2a069d,/api/v1/orders/c6fda80f,103.11,16.14,da6a5c40-1ad4-48a0-b756-002c3e1e1f84,trace-3cc8d5940cad40a6,span-51607e82,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",v3,ios
2025-04-11T13:36:54.864398,kong,staging,ap-south,kong-ap-south-8,e1a0883d-d626-4542-b078-c0b4deffda6c,PUT,/api/v1/metrics,,209.123.111.198,7046,204,Success with no body,0,,analytics-service,analytics-service.internal,8085,338.1,route-analytics-service-1f026e,/api/v1/metrics,338.1,3.65,4e55f768-4e03-4412-a6bf-d78367b0d705,trace-37e8861cb412419f,span-b4fe6c14,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",v3,api
2025-04-07T05:03:11.850397,azure-gateway,dev,us-east,azure-gateway-us-east-7,60c182a6-8a72-4db9-beb7-54051075e575,DELETE,/api/v1/dashboards,,35.13.166.128,6834,201,Created,19053,,analytics-service,analytics-service.internal,8085,336.45,route-analytics-service-4ae9fb,/api/v1/dashboards,336.45,45.43,ad34fdc0-31f2-436b-8541-f8cca3c19746,trace-ca07da9b91544567,span-c7d8f606,False,python-requests/2.25.1,v3,unknown
2025-03-29T14:22:46.896402,custom-gateway,dev,ap-south,custom-gateway-ap-south-8,be1a4024-1067-437c-ba99-3cf798adf200,GET,/api/v1/emails,page=3&per_page=20,254.202.111.65,807,504,Gateway Timeout,987,Database query timeout,notification-service,notification-service.internal,8084,752.06,route-notification-service-1ecc08,/api/v1/emails,752.06,31.07,7041f331-11f2-4410-8916-33b14fe7ad3c,trace-616bb3f1ed9945d5,span-c5a78aaf,True,PostmanRuntime/7.28.0,beta,api
2025-04-15T21:02:09.861397,azure-gateway,production,eu-west,azure-gateway-eu-west-6,62955bc6-442b-408f-b04a-9c8be243a512,PUT,/api/v1/users,,102.237.239.48,2291,200,Success,10805,,user-service,user-service.internal,8080,451.49,route-user-service-a6898d,/api/v1/users,451.49,1.28,4b3f83fd-ce63-4511-a6fe-dcb5db8c4500,trace-c26fc5bb8e9e4e0c,span-6ac8b42e,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",v1,ios
2025-04-13T16:02:55.939397,kong,staging,us-west,kong-us-west-3,22cd8aad-832e-44a2-a633-aa6bfdc93b3f,POST,/api/v1/checkout,,164.114.143.252,8252,204,Success with no body,0,,order-service,order-service.internal,8082,69.26,route-payment-service-e2d427,/api/v1/wallet,69.26,2.18,53b06519-c203-4104-a93a-19eae0f125d5,trace-7feb900e151c4778,span-d6d255c9,False,okhttp/4.9.1,beta,desktop
